#PLT-Keyword;PlannedTransportID;PlannedTransportCode;PathSegmentCode;Departure;Arrival;Capacity;TotalPrice;Unnamed: 8;CapacityAbsDiff001;CapacityAbsDiff002;CapacityAbsDiff003;CapacityAbsDiff004;CapacityAbsDiff005;CapacityAbsDiff006;CapacityAbsDiff007;CapacityAbsDiff008;CapacityAbsDiff009;CapacityAbsDiff010
PLT;130;transport0130;GER01PLANTBEL01TERM-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;12.0;1080.0;;6.0;14.0;5.0;4.0;9.0;2.0;;5.0;;16.0
PLT;131;transport0131;GER01PLANTBEL01TERM-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;3.0;270.0;;1.0;1.0;4.0;;2.0;1.0;;;3.0;
PLT;132;transport0132;GER01PLANTBEL01TERM-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;12.0;1080.0;;3.0;12.0;;11.0;6.0;4.0;9.0;2.0;15.0;4.0
PLT;133;transport0133;GER01PLANTBEL01TERM-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;12.0;1080.0;;5.0;6.0;16.0;15.0;;3.0;9.0;3.0;11.0;2.0
PLT;134;transport0134;GER01PLANTBEL01TERM-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;15.0;1350.0;;;;;7.0;;;;7.0;;17.0
PLT;135;transport0135;GER01PLANTBEL01TERM-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;12.0;1080.0;;10.0;7.0;11.0;5.0;11.0;12.0;13.0;3.0;;2.0
PLT;136;transport0136;GER01PLANTBEL01TERM-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;3.0;270.0;;3.0;6.0;1.0;2.0;2.0;2.0;3.0;6.0;3.0;3.0
PLT;137;transport0137;GER01PLANTBEL01TERM-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;12.0;1080.0;;;4.0;;4.0;;11.0;4.0;;10.0;3.0
PLT;138;transport0138;GER01PLANTBEL01TERM-TRUCK-01;05/08/2025-00:00:00;07/08/2025-00:00:00;12.0;1080.0;;14.0;15.0;13.0;3.0;13.0;7.0;2.0;15.0;;5.0
PLT;139;transport0139;GER01PLANTBEL01TERM-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;15.0;1350.0;;14.0;;;7.0;19.0;;;;;
PLT;140;transport0140;GER01PLANTBEL01TERM-TRUCK-01;07/08/2025-00:00:00;09/08/2025-00:00:00;12.0;1080.0;;4.0;4.0;11.0;2.0;3.0;7.0;;13.0;11.0;13.0
PLT;141;transport0141;GER01PLANTBEL01TERM-TRUCK-01;08/08/2025-00:00:00;10/08/2025-00:00:00;3.0;270.0;;;3.0;;3.0;1.0;2.0;5.0;5.0;;4.0
PLT;142;transport0142;GER01PLANTBEL01TERM-TRUCK-01;11/08/2025-00:00:00;13/08/2025-00:00:00;12.0;1080.0;;5.0;16.0;;4.0;3.0;9.0;15.0;16.0;;11.0
PLT;143;transport0143;GER01PLANTBEL01TERM-TRUCK-01;12/08/2025-00:00:00;14/08/2025-00:00:00;12.0;1080.0;;6.0;2.0;14.0;3.0;6.0;12.0;;7.0;10.0;
PLT;144;transport0144;GER01PLANTBEL01TERM-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;15.0;1350.0;;;;;;;7.0;;7.0;;
PLT;145;transport0145;GER01PLANTBEL01TERM-TRUCK-01;14/08/2025-00:00:00;16/08/2025-00:00:00;12.0;1080.0;;14.0;13.0;;15.0;12.0;6.0;15.0;6.0;;12.0
PLT;146;transport0146;GER01PLANTBEL01TERM-TRUCK-01;15/08/2025-00:00:00;17/08/2025-00:00:00;3.0;270.0;;5.0;3.0;7.0;6.0;;0.0;5.0;2.0;6.0;2.0
PLT;147;transport0147;GER01PLANTBEL01TERM-TRUCK-01;18/08/2025-00:00:00;20/08/2025-00:00:00;12.0;1080.0;;7.0;;;6.0;;7.0;12.0;6.0;14.0;11.0
PLT;148;transport0148;GER01PLANTBEL01TERM-TRUCK-01;19/08/2025-00:00:00;21/08/2025-00:00:00;12.0;1080.0;;2.0;14.0;11.0;;14.0;4.0;;4.0;15.0;
PLT;149;transport0149;GER01PLANTBEL01TERM-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;15.0;1350.0;;;15.0;15.0;;;;;7.0;18.0;
PLT;150;transport0150;GER01PLANTBEL01TERM-TRUCK-01;21/08/2025-00:00:00;23/08/2025-00:00:00;12.0;1080.0;;3.0;3.0;16.0;;9.0;11.0;14.0;4.0;5.0;13.0
PLT;151;transport0151;GER01PLANTBEL01TERM-TRUCK-01;22/08/2025-00:00:00;24/08/2025-00:00:00;3.0;270.0;;;0.0;2.0;5.0;2.0;4.0;0.0;4.0;3.0;
PLT;152;transport0152;GER01PLANTBEL01TERM-TRUCK-01;25/08/2025-00:00:00;27/08/2025-00:00:00;12.0;1080.0;;15.0;5.0;2.0;10.0;9.0;11.0;13.0;;4.0;14.0
PLT;153;transport0153;GER01PLANTBEL01TERM-TRUCK-01;26/08/2025-00:00:00;28/08/2025-00:00:00;12.0;1080.0;;;;3.0;12.0;;4.0;;;;9.0
PLT;154;transport0154;GER01PLANTBEL01TERM-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;15.0;1350.0;;;13.0;7.0;17.0;;;12.0;;5.0;
PLT;155;transport0155;GER01PLANTBEL01TERM-TRUCK-01;28/08/2025-00:00:00;30/08/2025-00:00:00;12.0;1080.0;;9.0;12.0;6.0;;;5.0;;10.0;15.0;5.0
PLT;156;transport0156;GER01PLANTBEL01TERM-TRUCK-01;29/08/2025-00:00:00;31/08/2025-00:00:00;3.0;270.0;;7.0;;3.0;0.0;1.0;5.0;2.0;2.0;3.0;3.0
PLT;157;transport0157;GER01PLANTBEL01TERM-TRAIN-01;04/06/2025-00:00:00;07/06/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
PLT;158;transport0158;GER01PLANTBEL01TERM-TRAIN-01;06/06/2025-00:00:00;09/06/2025-00:00:00;11.0;0.0;;;1.0;1.0;1.0;1.0;;1.0;1.0;;1.0
PLT;159;transport0159;GER01PLANTBEL01TERM-TRAIN-01;11/06/2025-00:00:00;14/06/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;
PLT;160;transport0160;GER01PLANTBEL01TERM-TRAIN-01;13/06/2025-00:00:00;16/06/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0
PLT;161;transport0161;GER01PLANTBEL01TERM-TRAIN-01;18/06/2025-00:00:00;21/06/2025-00:00:00;11.0;0.0;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
PLT;162;transport0162;GER01PLANTBEL01TERM-TRAIN-01;20/06/2025-00:00:00;23/06/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0
PLT;163;transport0163;GER01PLANTBEL01TERM-TRAIN-01;25/06/2025-00:00:00;28/06/2025-00:00:00;11.0;0.0;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
PLT;164;transport0164;GER01PLANTBEL01TERM-TRAIN-01;27/06/2025-00:00:00;30/06/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
PLT;165;transport0165;GER01PLANTBEL01TERM-TRAIN-01;02/07/2025-00:00:00;05/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0
PLT;166;transport0166;GER01PLANTBEL01TERM-TRAIN-01;04/07/2025-00:00:00;07/07/2025-00:00:00;11.0;0.0;;;1.0;1.0;;1.0;;1.0;1.0;1.0;1.0
PLT;167;transport0167;GER01PLANTBEL01TERM-TRAIN-01;09/07/2025-00:00:00;12/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;;1.0;;1.0;1.0;1.0;1.0
PLT;168;transport0168;GER01PLANTBEL01TERM-TRAIN-01;11/07/2025-00:00:00;14/07/2025-00:00:00;11.0;0.0;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0
PLT;169;transport0169;GER01PLANTBEL01TERM-TRAIN-01;16/07/2025-00:00:00;19/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;
PLT;170;transport0170;GER01PLANTBEL01TERM-TRAIN-01;18/07/2025-00:00:00;21/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;;1.0
PLT;171;transport0171;GER01PLANTBEL01TERM-TRAIN-01;23/07/2025-00:00:00;26/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;;1.0;;1.0;1.0;1.0
PLT;172;transport0172;GER01PLANTBEL01TERM-TRAIN-01;25/07/2025-00:00:00;28/07/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0
PLT;173;transport0173;GER01PLANTBEL01TERM-TRAIN-01;30/07/2025-00:00:00;02/08/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;;1.0;1.0;;1.0;;1.0
PLT;174;transport0174;GER01PLANTBEL01TERM-TRAIN-01;01/08/2025-00:00:00;04/08/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0
PLT;175;transport0175;GER01PLANTBEL01TERM-TRAIN-01;06/08/2025-00:00:00;09/08/2025-00:00:00;11.0;0.0;;1.0;;1.0;1.0;;;1.0;1.0;1.0;1.0
PLT;176;transport0176;GER01PLANTBEL01TERM-TRAIN-01;08/08/2025-00:00:00;11/08/2025-00:00:00;11.0;0.0;;;1.0;;1.0;1.0;1.0;;;;1.0
PLT;177;transport0177;GER01PLANTBEL01TERM-TRAIN-01;13/08/2025-00:00:00;16/08/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
PLT;178;transport0178;GER01PLANTBEL01TERM-TRAIN-01;15/08/2025-00:00:00;18/08/2025-00:00:00;11.0;0.0;;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
PLT;179;transport0179;GER01PLANTBEL01TERM-TRAIN-01;20/08/2025-00:00:00;23/08/2025-00:00:00;11.0;0.0;;1.0;;1.0;1.0;1.0;;1.0;1.0;1.0;1.0
PLT;180;transport0180;GER01PLANTBEL01TERM-TRAIN-01;22/08/2025-00:00:00;25/08/2025-00:00:00;11.0;0.0;;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0
PLT;181;transport0181;GER01PLANTBEL01TERM-TRAIN-01;27/08/2025-00:00:00;30/08/2025-00:00:00;11.0;0.0;;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;
PLT;182;transport0182;GER01PLANTBEL01TERM-TRAIN-01;29/08/2025-00:00:00;01/09/2025-00:00:00;11.0;0.0;;1.0;;1.0;1.0;1.0;;1.0;;1.0;1.0
PLT;183;transport0183;GER02TERMITA01DEAL-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;23.0;0.0;;11.0;10.0;11.0;;6.0;2.0;7.0;11.0;12.0;12.0
PLT;184;transport0184;GER02TERMITA01DEAL-TRUCK-01;06/06/2025-00:00:00;08/06/2025-00:00:00;9.0;0.0;;8.0;6.0;7.0;;8.0;7.0;-1.0;4.0;3.0;-2.0
PLT;185;transport0185;GER02TERMITA01DEAL-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;23.0;0.0;;13.0;;6.0;-1.0;3.0;13.0;10.0;;;12.0
PLT;186;transport0186;GER02TERMITA01DEAL-TRUCK-01;13/06/2025-00:00:00;15/06/2025-00:00:00;9.0;0.0;;2.0;;0.0;-2.0;-1.0;4.0;7.0;3.0;1.0;4.0
PLT;187;transport0187;GER02TERMITA01DEAL-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;23.0;0.0;;11.0;-1.0;7.0;-5.0;9.0;2.0;;;1.0;3.0
PLT;188;transport0188;GER02TERMITA01DEAL-TRUCK-01;20/06/2025-00:00:00;22/06/2025-00:00:00;9.0;0.0;;-2.0;;;;-1.0;;2.0;-1.0;5.0;-1.0
PLT;189;transport0189;GER02TERMITA01DEAL-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;23.0;0.0;;;-2.0;3.0;1.0;12.0;0.0;0.0;;5.0;6.0
PLT;190;transport0190;GER02TERMITA01DEAL-TRUCK-01;27/06/2025-00:00:00;29/06/2025-00:00:00;9.0;0.0;;;-1.0;-1.0;1.0;8.0;1.0;9.0;;3.0;
PLT;191;transport0191;GER02TERMITA01DEAL-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;23.0;0.0;;-6.0;;3.0;5.0;3.0;11.0;8.0;-6.0;12.0;-5.0
PLT;192;transport0192;GER02TERMITA01DEAL-TRUCK-01;04/07/2025-00:00:00;06/07/2025-00:00:00;9.0;0.0;;-3.0;;;;6.0;-1.0;;;6.0;-5.0
PLT;193;transport0193;GER02TERMITA01DEAL-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;23.0;0.0;;-3.0;1.0;-6.0;0.0;11.0;6.0;12.0;0.0;2.0;0.0
PLT;194;transport0194;GER02TERMITA01DEAL-TRUCK-01;11/07/2025-00:00:00;13/07/2025-00:00:00;9.0;0.0;;2.0;3.0;-3.0;-3.0;7.0;3.0;2.0;-3.0;0.0;-1.0
PLT;195;transport0195;GER02TERMITA01DEAL-TRUCK-01;16/07/2025-00:00:00;18/07/2025-00:00:00;23.0;0.0;;9.0;5.0;;1.0;10.0;;4.0;-4.0;;-3.0
PLT;196;transport0196;GER02TERMITA01DEAL-TRUCK-01;18/07/2025-00:00:00;20/07/2025-00:00:00;9.0;0.0;;6.0;-1.0;1.0;-1.0;2.0;-1.0;4.0;-2.0;2.0;-3.0
PLT;197;transport0197;GER02TERMITA01DEAL-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;23.0;0.0;;7.0;4.0;0.0;4.0;2.0;0.0;3.0;-6.0;;-5.0
PLT;198;transport0198;GER02TERMITA01DEAL-TRUCK-01;25/07/2025-00:00:00;27/07/2025-00:00:00;9.0;0.0;;4.0;2.0;;9.0;-1.0;7.0;4.0;0.0;-4.0;-1.0
PLT;199;transport0199;GER02TERMITA01DEAL-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;23.0;0.0;;;3.0;1.0;10.0;11.0;11.0;7.0;-4.0;-5.0;-2.0
PLT;200;transport0200;GER02TERMITA01DEAL-TRUCK-01;01/08/2025-00:00:00;03/08/2025-00:00:00;9.0;0.0;;-3.0;5.0;-2.0;5.0;7.0;0.0;3.0;3.0;3.0;3.0
PLT;201;transport0201;GER02TERMITA01DEAL-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;23.0;0.0;;-4.0;7.0;;10.0;9.0;4.0;12.0;3.0;-5.0;6.0
PLT;202;transport0202;GER02TERMITA01DEAL-TRUCK-01;08/08/2025-00:00:00;10/08/2025-00:00:00;9.0;0.0;;-1.0;1.0;1.0;-1.0;6.0;2.0;6.0;9.0;1.0;5.0
PLT;203;transport0203;GER02TERMITA01DEAL-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;23.0;0.0;;;;-6.0;7.0;7.0;8.0;10.0;;0.0;4.0
PLT;204;transport0204;GER02TERMITA01DEAL-TRUCK-01;15/08/2025-00:00:00;17/08/2025-00:00:00;9.0;0.0;;;2.0;1.0;;1.0;2.0;-1.0;2.0;1.0;-1.0
PLT;205;transport0205;GER02TERMITA01DEAL-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;23.0;0.0;;0.0;1.0;;5.0;2.0;12.0;13.0;-4.0;6.0;11.0
PLT;206;transport0206;GER02TERMITA01DEAL-TRUCK-01;22/08/2025-00:00:00;24/08/2025-00:00:00;9.0;0.0;;-4.0;9.0;;2.0;7.0;4.0;-2.0;3.0;3.0;3.0
PLT;207;transport0207;GER02TERMITA01DEAL-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;23.0;0.0;;-1.0;9.0;-3.0;13.0;5.0;12.0;12.0;13.0;8.0;6.0
PLT;208;transport0208;GER02TERMITA01DEAL-TRUCK-01;29/08/2025-00:00:00;31/08/2025-00:00:00;9.0;0.0;;0.0;5.0;-4.0;9.0;3.0;5.0;7.0;8.0;6.0;6.0
PLT;209;transport0209;GER02TERMFRA01DEAL-TRUCK-01;02/06/2025-00:00:00;04/06/2025-00:00:00;9.0;0.0;;-2.0;0.0;0.0;-4.0;2.0;;;1.0;-2.0;-2.0
PLT;210;transport0210;GER02TERMFRA01DEAL-TRUCK-01;03/06/2025-00:00:00;05/06/2025-00:00:00;9.0;0.0;;-1.0;2.0;2.0;-2.0;0.0;-3.0;3.0;-2.0;9.0;-3.0
PLT;211;transport0211;GER02TERMFRA01DEAL-TRUCK-01;04/06/2025-00:00:00;06/06/2025-00:00:00;9.0;0.0;;3.0;;0.0;;-1.0;;1.0;;9.0;
PLT;212;transport0212;GER02TERMFRA01DEAL-TRUCK-01;05/06/2025-00:00:00;07/06/2025-00:00:00;9.0;0.0;;2.0;-3.0;-4.0;1.0;4.0;-1.0;-3.0;-2.0;8.0;0.0
PLT;213;transport0213;GER02TERMFRA01DEAL-TRUCK-01;09/06/2025-00:00:00;11/06/2025-00:00:00;9.0;0.0;;7.0;;-3.0;0.0;2.0;;1.0;-3.0;2.0;1.0
PLT;214;transport0214;GER02TERMFRA01DEAL-TRUCK-01;10/06/2025-00:00:00;12/06/2025-00:00:00;9.0;0.0;;5.0;-1.0;2.0;0.0;-1.0;;1.0;-3.0;-2.0;0.0
PLT;215;transport0215;GER02TERMFRA01DEAL-TRUCK-01;11/06/2025-00:00:00;13/06/2025-00:00:00;9.0;0.0;;2.0;3.0;2.0;-4.0;6.0;2.0;-2.0;-1.0;9.0;
PLT;216;transport0216;GER02TERMFRA01DEAL-TRUCK-01;12/06/2025-00:00:00;14/06/2025-00:00:00;9.0;0.0;;9.0;2.0;-2.0;0.0;4.0;0.0;3.0;-1.0;;-4.0
PLT;217;transport0217;GER02TERMFRA01DEAL-TRUCK-01;16/06/2025-00:00:00;18/06/2025-00:00:00;9.0;0.0;;-2.0;-4.0;3.0;0.0;-1.0;-2.0;5.0;-3.0;2.0;1.0
PLT;218;transport0218;GER02TERMFRA01DEAL-TRUCK-01;17/06/2025-00:00:00;19/06/2025-00:00:00;9.0;0.0;;6.0;-4.0;1.0;-4.0;-1.0;-4.0;6.0;-4.0;3.0;
PLT;219;transport0219;GER02TERMFRA01DEAL-TRUCK-01;18/06/2025-00:00:00;20/06/2025-00:00:00;9.0;0.0;;6.0;-3.0;;1.0;8.0;1.0;1.0;3.0;4.0;-1.0
PLT;220;transport0220;GER02TERMFRA01DEAL-TRUCK-01;19/06/2025-00:00:00;21/06/2025-00:00:00;9.0;0.0;;9.0;-3.0;1.0;2.0;8.0;0.0;0.0;-1.0;-1.0;0.0
PLT;221;transport0221;GER02TERMFRA01DEAL-TRUCK-01;23/06/2025-00:00:00;25/06/2025-00:00:00;9.0;0.0;;-1.0;3.0;-4.0;0.0;0.0;-4.0;-2.0;-2.0;6.0;2.0
PLT;222;transport0222;GER02TERMFRA01DEAL-TRUCK-01;24/06/2025-00:00:00;26/06/2025-00:00:00;9.0;0.0;;3.0;1.0;1.0;1.0;2.0;;-2.0;1.0;3.0;0.0
PLT;223;transport0223;GER02TERMFRA01DEAL-TRUCK-01;25/06/2025-00:00:00;27/06/2025-00:00:00;9.0;0.0;;-1.0;-1.0;-3.0;6.0;2.0;;0.0;-2.0;5.0;0.0
PLT;224;transport0224;GER02TERMFRA01DEAL-TRUCK-01;26/06/2025-00:00:00;28/06/2025-00:00:00;9.0;0.0;;;-4.0;;-2.0;7.0;3.0;1.0;0.0;5.0;0.0
PLT;225;transport0225;GER02TERMFRA01DEAL-TRUCK-01;30/06/2025-00:00:00;02/07/2025-00:00:00;9.0;0.0;;-2.0;-4.0;-3.0;3.0;6.0;3.0;-2.0;0.0;3.0;9.0
PLT;226;transport0226;GER02TERMFRA01DEAL-TRUCK-01;01/07/2025-00:00:00;03/07/2025-00:00:00;9.0;0.0;;0.0;0.0;1.0;5.0;3.0;-1.0;-5.0;2.0;5.0;-2.0
PLT;227;transport0227;GER02TERMFRA01DEAL-TRUCK-01;02/07/2025-00:00:00;04/07/2025-00:00:00;9.0;0.0;;-1.0;;1.0;-2.0;-1.0;-3.0;-4.0;3.0;;6.0
PLT;228;transport0228;GER02TERMFRA01DEAL-TRUCK-01;03/07/2025-00:00:00;05/07/2025-00:00:00;9.0;0.0;;-1.0;-4.0;-3.0;5.0;9.0;9.0;2.0;9.0;-1.0;4.0
PLT;229;transport0229;GER02TERMFRA01DEAL-TRUCK-01;07/07/2025-00:00:00;09/07/2025-00:00:00;9.0;0.0;;;-3.0;1.0;0.0;6.0;4.0;2.0;2.0;-2.0;8.0
PLT;230;transport0230;GER02TERMFRA01DEAL-TRUCK-01;08/07/2025-00:00:00;10/07/2025-00:00:00;9.0;0.0;;3.0;1.0;-3.0;3.0;3.0;8.0;;2.0;3.0;3.0
PLT;231;transport0231;GER02TERMFRA01DEAL-TRUCK-01;09/07/2025-00:00:00;11/07/2025-00:00:00;9.0;0.0;;;3.0;-3.0;2.0;8.0;-1.0;-1.0;5.0;-4.0;8.0
PLT;232;transport0232;GER02TERMFRA01DEAL-TRUCK-01;10/07/2025-00:00:00;12/07/2025-00:00:00;9.0;0.0;;3.0;-2.0;0.0;-1.0;2.0;9.0;;;2.0;2.0
PLT;233;transport0233;GER02TERMFRA01DEAL-TRUCK-01;14/07/2025-00:00:00;16/07/2025-00:00:00;9.0;0.0;;;3.0;;6.0;1.0;3.0;3.0;-1.0;2.0;3.0
PLT;234;transport0234;GER02TERMFRA01DEAL-TRUCK-01;15/07/2025-00:00:00;17/07/2025-00:00:00;9.0;0.0;;-1.0;5.0;;4.0;5.0;7.0;1.0;-1.0;-2.0;8.0
PLT;235;transport0235;GER02TERMFRA01DEAL-TRUCK-01;16/07/2025-00:00:00;18/07/2025-00:00:00;9.0;0.0;;-1.0;4.0;3.0;1.0;3.0;0.0;-3.0;-2.0;-3.0;
PLT;236;transport0236;GER02TERMFRA01DEAL-TRUCK-01;17/07/2025-00:00:00;19/07/2025-00:00:00;9.0;0.0;;2.0;9.0;-3.0;-2.0;8.0;;0.0;1.0;1.0;9.0
PLT;237;transport0237;GER02TERMFRA01DEAL-TRUCK-01;21/07/2025-00:00:00;23/07/2025-00:00:00;9.0;0.0;;-4.0;6.0;2.0;4.0;6.0;8.0;9.0;-1.0;-4.0;-2.0
PLT;238;transport0238;GER02TERMFRA01DEAL-TRUCK-01;22/07/2025-00:00:00;24/07/2025-00:00:00;9.0;0.0;;-4.0;1.0;-2.0;5.0;-2.0;2.0;-1.0;-1.0;-4.0;
PLT;239;transport0239;GER02TERMFRA01DEAL-TRUCK-01;23/07/2025-00:00:00;25/07/2025-00:00:00;9.0;0.0;;2.0;1.0;1.0;9.0;-1.0;-1.0;4.0;0.0;;0.0
PLT;240;transport0240;GER02TERMFRA01DEAL-TRUCK-01;24/07/2025-00:00:00;26/07/2025-00:00:00;9.0;0.0;;-4.0;-2.0;3.0;7.0;;-2.0;3.0;-4.0;1.0;-1.0
PLT;241;transport0241;GER02TERMFRA01DEAL-TRUCK-01;28/07/2025-00:00:00;30/07/2025-00:00:00;9.0;0.0;;-2.0;4.0;-2.0;1.0;0.0;4.0;2.0;1.0;-2.0;2.0
PLT;242;transport0242;GER02TERMFRA01DEAL-TRUCK-01;29/07/2025-00:00:00;31/07/2025-00:00:00;9.0;0.0;;-2.0;2.0;3.0;-1.0;3.0;4.0;3.0;0.0;-4.0;
PLT;243;transport0243;GER02TERMFRA01DEAL-TRUCK-01;30/07/2025-00:00:00;01/08/2025-00:00:00;9.0;0.0;;0.0;;4.0;8.0;;4.0;4.0;-3.0;2.0;3.0
PLT;244;transport0244;GER02TERMFRA01DEAL-TRUCK-01;31/07/2025-00:00:00;02/08/2025-00:00:00;9.0;0.0;;-1.0;3.0;7.0;-2.0;-2.0;4.0;1.0;1.0;-2.0;2.0
PLT;245;transport0245;GER02TERMFRA01DEAL-TRUCK-01;04/08/2025-00:00:00;06/08/2025-00:00:00;9.0;0.0;;-2.0;-3.0;;8.0;3.0;9.0;5.0;-2.0;;-1.0
PLT;246;transport0246;GER02TERMFRA01DEAL-TRUCK-01;05/08/2025-00:00:00;07/08/2025-00:00:00;9.0;0.0;;2.0;-1.0;3.0;0.0;-3.0;8.0;3.0;-2.0;0.0;-1.0
PLT;247;transport0247;GER02TERMFRA01DEAL-TRUCK-01;06/08/2025-00:00:00;08/08/2025-00:00:00;9.0;0.0;;0.0;;-1.0;9.0;0.0;1.0;0.0;;-3.0;5.0
PLT;248;transport0248;GER02TERMFRA01DEAL-TRUCK-01;07/08/2025-00:00:00;09/08/2025-00:00:00;9.0;0.0;;-2.0;-4.0;-2.0;0.0;1.0;-1.0;0.0;-3.0;;1.0
PLT;249;transport0249;GER02TERMFRA01DEAL-TRUCK-01;11/08/2025-00:00:00;13/08/2025-00:00:00;9.0;0.0;;;;-3.0;7.0;-3.0;-2.0;6.0;2.0;-2.0;4.0
PLT;250;transport0250;GER02TERMFRA01DEAL-TRUCK-01;12/08/2025-00:00:00;14/08/2025-00:00:00;9.0;0.0;;;3.0;0.0;9.0;-1.0;-2.0;7.0;3.0;0.0;0.0
PLT;251;transport0251;GER02TERMFRA01DEAL-TRUCK-01;13/08/2025-00:00:00;15/08/2025-00:00:00;9.0;0.0;;2.0;;-4.0;5.0;-3.0;;9.0;1.0;-4.0;4.0
PLT;252;transport0252;GER02TERMFRA01DEAL-TRUCK-01;14/08/2025-00:00:00;16/08/2025-00:00:00;9.0;0.0;;-1.0;;-3.0;2.0;1.0;0.0;7.0;6.0;-3.0;-2.0
PLT;253;transport0253;GER02TERMFRA01DEAL-TRUCK-01;18/08/2025-00:00:00;20/08/2025-00:00:00;9.0;0.0;;3.0;-3.0;-2.0;7.0;-1.0;-4.0;2.0;2.0;-2.0;7.0
PLT;254;transport0254;GER02TERMFRA01DEAL-TRUCK-01;19/08/2025-00:00:00;21/08/2025-00:00:00;9.0;0.0;;-3.0;1.0;;9.0;-3.0;-2.0;1.0;5.0;-3.0;7.0
PLT;255;transport0255;GER02TERMFRA01DEAL-TRUCK-01;20/08/2025-00:00:00;22/08/2025-00:00:00;9.0;0.0;;;-2.0;3.0;9.0;2.0;0.0;;8.0;3.0;0.0
PLT;256;transport0256;GER02TERMFRA01DEAL-TRUCK-01;21/08/2025-00:00:00;23/08/2025-00:00:00;9.0;0.0;;3.0;-4.0;-2.0;5.0;-3.0;;-2.0;9.0;-2.0;-1.0
PLT;257;transport0257;GER02TERMFRA01DEAL-TRUCK-01;25/08/2025-00:00:00;27/08/2025-00:00:00;9.0;0.0;;0.0;-3.0;-4.0;1.0;0.0;-1.0;2.0;;-1.0;7.0
PLT;258;transport0258;GER02TERMFRA01DEAL-TRUCK-01;26/08/2025-00:00:00;28/08/2025-00:00:00;9.0;0.0;;2.0;;-1.0;4.0;2.0;3.0;-1.0;8.0;-2.0;-2.0
PLT;259;transport0259;GER02TERMFRA01DEAL-TRUCK-01;27/08/2025-00:00:00;29/08/2025-00:00:00;9.0;0.0;;-1.0;;-2.0;7.0;-2.0;2.0;-3.0;8.0;3.0;
