#LOC-Keyword;ID(long);Code;Longitude;Latitude;
LOC;0;GBR01PLANT;-0.77099895;53.405533;
LOC;1;GER01PLANT;9.905773;53.315582;
LOC;2;TUR01PLANT;27.41597;38.6189;
LOC;3;TUR02TERM;28.838589;40.37413;
LOC;4;CRO01TERM;13.832971;44.89579;
LOC;5;BEL01TERM;2.909639;51.22538;
LOC;6;POL01TERM;18.552721;54.546494;
LOC;7;GBR02TERM;0.3352597;53.1428;
LOC;8;GER02TERM;8.377848;48.222603;
LOC;9;CZE01DEAL;18.24013;49.839558;
LOC;10;AUT01DEAL;13.766674;48.34535;
LOC;11;ITA01DEAL;10.99413;45.440403;
LOC;12;FRA01DEAL;4.955863;48.492405;
LOC;13;POL02DEAL;16.158897;51.201736;
LOC;14;CHE01DEAL;6.647736;46.549484;
LOC;15;SVK01DEAL;21.092163;49.10815;
LOC;16;ROU01DEAL;23.672081;45.17503;
LOC;17;GER03DEAL;7.1161695;51.275375;
LOC;18;GRC01DEAL;22.731499;40.625214;
LOC;19;SVN01DEAL;13.932038;45.502453;
LOC;20;TUR03DEAL;29.633957;36.486366;
LOC;21;GBR03DEAL;-2.7457166;50.80445;
#STE-Keyword;ID(long);Code;Alias;Type;LocationCode;VehicleCapacity;Operator;City;Country;
STE;1;GBR01PLANT;GBR01PLANT-PLANT;PLANT;GBR01PLANT;500;Autoplant;Gainsborough;United Kingdom;
STE;2;GER01PLANT;GER01PLANT-PLANT;PLANT;GER01PLANT;99999;Autoplant;Buchholz;Germany;
STE;3;TUR01PLANT;TUR01PLANT-PLANT;PLANT;TUR01PLANT;500;Autoplant;Manisa;Turkey;
STE;4;TUR02TERM;TUR02TERM-COMPOUND;HUB;TUR02TERM;500;Automove;Mundaya;Turkey;
STE;5;CRO01TERM;CRO01TERM-COMPOUND;HUB;CRO01TERM;500;Automove;Pula;Croatia;
STE;6;BEL01TERM;BEL01TERM-COMPOUND;HUB;BEL01TERM;500;Automove;Ostende;Belgium;
STE;7;POL01TERM;POL01TERM-COMPOUND;HUB;POL01TERM;500;Automove;Gdynia;Poland;
STE;8;GBR02TERM;GBR02TERM-COMPOUND;HUB;GBR02TERM;500;Automove;Skegness;United Kingdom;
STE;9;GER02TERM;GER02TERM-COMPOUND;HUB;GER02TERM;99999;Automove;Schramberg;Germany;
STE;10;CZE01DEAL;CZE01DEAL-DEALER_ZONE;DEALER_ZONE;CZE01DEAL;500;Autoshow;Ostrava;Czech Republic;
STE;11;AUT01DEAL;AUT01DEAL-DEALER_ZONE;DEALER_ZONE;AUT01DEAL;500;Autoshow;Peuerbach;Austria;
STE;12;ITA01DEAL;ITA01DEAL-DEALER_ZONE;DEALER_ZONE;ITA01DEAL;500;Autoshow;Verona;Italy;
STE;13;FRA01DEAL;FRA01DEAL-DEALER_ZONE;DEALER_ZONE;FRA01DEAL;500;Autoshow;Wassy;France;
STE;14;POL02DEAL;POL02DEAL-DEALER_ZONE;DEALER_ZONE;POL02DEAL;500;Autoshow;Legnica;Poland;
STE;15;CHE01DEAL;CHE01DEAL-DEALER_ZONE;DEALER_ZONE;CHE01DEAL;500;Autoshow;Lausanne;Switzerland;
STE;16;SVK01DEAL;SVK01DEAL-DEALER_ZONE;DEALER_ZONE;SVK01DEAL;500;Autoshow;Sabinov;Slovakia;
STE;17;ROU01DEAL;ROU01DEAL-DEALER_ZONE;DEALER_ZONE;ROU01DEAL;500;Autoshow;Novaci;Romania;
STE;18;GER03DEAL;GER03DEAL-DEALER_ZONE;DEALER_ZONE;GER03DEAL;500;Autoshow;Wuppertal;Germany;
STE;19;GRC01DEAL;GRC01DEAL-DEALER_ZONE;DEALER_ZONE;GRC01DEAL;500;Autoshow;Pigros;Greece;
STE;20;SVN01DEAL;SVN01DEAL-DEALER_ZONE;DEALER_ZONE;SVN01DEAL;500;Autoshow;Zazid;Slovenia;
STE;21;TUR03DEAL;TUR03DEAL-DEALER_ZONE;DEALER_ZONE;TUR03DEAL;500;Autoshow;Kabaseki;Turkey;
STE;22;GBR03DEAL;GBR03DEAL-DEALER_ZONE;DEALER_ZONE;GBR03DEAL;500;Autoshow;Beaminster;United Kingdom;
#MOD-Keyword;ID(long);Code;ModelAlias;Make;LengthMM;WidthMM;HeightMM;WeightKG;CapDemand:TRUCK;CapDemand:TRAIN;CapDemand:VESSEL;CapDemand:SHUNTING;CapDemand:SELF_PROPELLED;CapDemand:UNKNOWN;
MOD;2;Standard;STAN;Generic;4000;1786;1400;1500;1.0;1.0;1.0;1.0;1.0;1.0;
#SEG-Keyword;ID(long);Code;OriginCode;DestinationCode;TransportMode;DefaultLeadTimeHours;
PTHSG;99;GBR01PLANT->GRC01DEAL-100;60;CRO01TERMGRC01DEAL-TRUCK-01;CRO01TERM;GRC01DEAL;
PTH;100;GBR01PLANT->ITA01DEAL-101;GBR01PLANT;ITA01DEAL;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;100;GBR01PLANT->ITA01DEAL-101;60;CRO01TERMITA01DEAL-TRUCK-01;CRO01TERM;ITA01DEAL;
PTH;101;GBR01PLANT->AUT01DEAL-102;GBR01PLANT;AUT01DEAL;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;101;GBR01PLANT->AUT01DEAL-102;60;CRO01TERMAUT01DEAL-TRUCK-01;CRO01TERM;AUT01DEAL;
PTH;102;GBR01PLANT->CZE01DEAL-103;GBR01PLANT;CZE01DEAL;
PTHSG;102;GBR01PLANT->CZE01DEAL-103;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;102;GBR01PLANT->CZE01DEAL-103;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;102;GBR01PLANT->CZE01DEAL-103;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;102;GBR01PLANT->CZE01DEAL-103;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;102;GBR01PLANT->CZE01DEAL-103;50;GER02TERMCZE01DEAL-TRUCK-01;GER02TERM;CZE01DEAL;
PTH;103;GBR01PLANT->AUT01DEAL-104;GBR01PLANT;AUT01DEAL;
PTHSG;103;GBR01PLANT->AUT01DEAL-104;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;103;GBR01PLANT->AUT01DEAL-104;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;103;GBR01PLANT->AUT01DEAL-104;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;103;GBR01PLANT->AUT01DEAL-104;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;103;GBR01PLANT->AUT01DEAL-104;50;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;
PTH;104;GBR01PLANT->AUT01DEAL-105;GBR01PLANT;AUT01DEAL;
PTHSG;104;GBR01PLANT->AUT01DEAL-105;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;104;GBR01PLANT->AUT01DEAL-105;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;104;GBR01PLANT->AUT01DEAL-105;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;104;GBR01PLANT->AUT01DEAL-105;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;104;GBR01PLANT->AUT01DEAL-105;50;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;
PTH;105;GBR01PLANT->ITA01DEAL-106;GBR01PLANT;ITA01DEAL;
PTHSG;105;GBR01PLANT->ITA01DEAL-106;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;105;GBR01PLANT->ITA01DEAL-106;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;105;GBR01PLANT->ITA01DEAL-106;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;105;GBR01PLANT->ITA01DEAL-106;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;105;GBR01PLANT->ITA01DEAL-106;50;GER02TERMITA01DEAL-TRUCK-01;GER02TERM;ITA01DEAL;
PTH;106;GBR01PLANT->CHE01DEAL-107;GBR01PLANT;CHE01DEAL;
PTHSG;106;GBR01PLANT->CHE01DEAL-107;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;106;GBR01PLANT->CHE01DEAL-107;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;106;GBR01PLANT->CHE01DEAL-107;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;106;GBR01PLANT->CHE01DEAL-107;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;106;GBR01PLANT->CHE01DEAL-107;50;GER02TERMCHE01DEAL-TRUCK-01;GER02TERM;CHE01DEAL;
PTH;107;GBR01PLANT->FRA01DEAL-108;GBR01PLANT;FRA01DEAL;
PTHSG;107;GBR01PLANT->FRA01DEAL-108;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;107;GBR01PLANT->FRA01DEAL-108;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;107;GBR01PLANT->FRA01DEAL-108;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;107;GBR01PLANT->FRA01DEAL-108;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;107;GBR01PLANT->FRA01DEAL-108;50;GER02TERMFRA01DEAL-TRUCK-01;GER02TERM;FRA01DEAL;
PTH;108;GBR01PLANT->FRA01DEAL-109;GBR01PLANT;FRA01DEAL;
PTHSG;108;GBR01PLANT->FRA01DEAL-109;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;108;GBR01PLANT->FRA01DEAL-109;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;108;GBR01PLANT->FRA01DEAL-109;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;108;GBR01PLANT->FRA01DEAL-109;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;108;GBR01PLANT->FRA01DEAL-109;50;GER02TERMFRA01DEAL-TRUCK-02;GER02TERM;FRA01DEAL;
PTH;109;GBR01PLANT->GER03DEAL-110;GBR01PLANT;GER03DEAL;
PTHSG;109;GBR01PLANT->GER03DEAL-110;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;109;GBR01PLANT->GER03DEAL-110;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;109;GBR01PLANT->GER03DEAL-110;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;109;GBR01PLANT->GER03DEAL-110;40;BEL01TERMGER02TERM-TRUCK-01;BEL01TERM;GER02TERM;
PTHSG;109;GBR01PLANT->GER03DEAL-110;50;GER02TERMGER03DEAL-TRUCK-01;GER02TERM;GER03DEAL;
PTH;110;GBR01PLANT->SVK01DEAL-111;GBR01PLANT;SVK01DEAL;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;50;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;110;GBR01PLANT->SVK01DEAL-111;60;CRO01TERMSVK01DEAL-TRUCK-01;CRO01TERM;SVK01DEAL;
PTH;111;GBR01PLANT->SVN01DEAL-112;GBR01PLANT;SVN01DEAL;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;50;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;111;GBR01PLANT->SVN01DEAL-112;60;CRO01TERMSVN01DEAL-TRUCK-01;CRO01TERM;SVN01DEAL;
PTH;112;GBR01PLANT->GRC01DEAL-113;GBR01PLANT;GRC01DEAL;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;50;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;112;GBR01PLANT->GRC01DEAL-113;60;CRO01TERMGRC01DEAL-TRUCK-01;CRO01TERM;GRC01DEAL;
PTH;113;GBR01PLANT->ITA01DEAL-114;GBR01PLANT;ITA01DEAL;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;50;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;113;GBR01PLANT->ITA01DEAL-114;60;CRO01TERMITA01DEAL-TRUCK-01;CRO01TERM;ITA01DEAL;
PTH;114;GBR01PLANT->AUT01DEAL-115;GBR01PLANT;AUT01DEAL;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;50;GER02TERMCRO01TERM-TRUCK-01;GER02TERM;CRO01TERM;
PTHSG;114;GBR01PLANT->AUT01DEAL-115;60;CRO01TERMAUT01DEAL-TRUCK-01;CRO01TERM;AUT01DEAL;
PTH;115;GBR01PLANT->SVK01DEAL-116;GBR01PLANT;SVK01DEAL;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;115;GBR01PLANT->SVK01DEAL-116;60;CRO01TERMSVK01DEAL-TRUCK-01;CRO01TERM;SVK01DEAL;
PTH;116;GBR01PLANT->SVN01DEAL-117;GBR01PLANT;SVN01DEAL;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;116;GBR01PLANT->SVN01DEAL-117;60;CRO01TERMSVN01DEAL-TRUCK-01;CRO01TERM;SVN01DEAL;
PTH;117;GBR01PLANT->GRC01DEAL-118;GBR01PLANT;GRC01DEAL;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;117;GBR01PLANT->GRC01DEAL-118;60;CRO01TERMGRC01DEAL-TRUCK-01;CRO01TERM;GRC01DEAL;
PTH;118;GBR01PLANT->ITA01DEAL-119;GBR01PLANT;ITA01DEAL;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;118;GBR01PLANT->ITA01DEAL-119;60;CRO01TERMITA01DEAL-TRUCK-01;CRO01TERM;ITA01DEAL;
PTH;119;GBR01PLANT->AUT01DEAL-120;GBR01PLANT;AUT01DEAL;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;50;GER02TERMCRO01TERM-TRAIN-01;GER02TERM;CRO01TERM;
PTHSG;119;GBR01PLANT->AUT01DEAL-120;60;CRO01TERMAUT01DEAL-TRUCK-01;CRO01TERM;AUT01DEAL;
PTH;120;GBR01PLANT->CZE01DEAL-121;GBR01PLANT;CZE01DEAL;
PTHSG;120;GBR01PLANT->CZE01DEAL-121;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;120;GBR01PLANT->CZE01DEAL-121;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;120;GBR01PLANT->CZE01DEAL-121;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;120;GBR01PLANT->CZE01DEAL-121;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;120;GBR01PLANT->CZE01DEAL-121;50;GER02TERMCZE01DEAL-TRUCK-01;GER02TERM;CZE01DEAL;
PTH;121;GBR01PLANT->AUT01DEAL-122;GBR01PLANT;AUT01DEAL;
PTHSG;121;GBR01PLANT->AUT01DEAL-122;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;121;GBR01PLANT->AUT01DEAL-122;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;121;GBR01PLANT->AUT01DEAL-122;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;121;GBR01PLANT->AUT01DEAL-122;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;121;GBR01PLANT->AUT01DEAL-122;50;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;
PTH;122;GBR01PLANT->AUT01DEAL-123;GBR01PLANT;AUT01DEAL;
PTHSG;122;GBR01PLANT->AUT01DEAL-123;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;122;GBR01PLANT->AUT01DEAL-123;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;122;GBR01PLANT->AUT01DEAL-123;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;122;GBR01PLANT->AUT01DEAL-123;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;122;GBR01PLANT->AUT01DEAL-123;50;GER02TERMAUT01DEAL-TRUCK-01;GER02TERM;AUT01DEAL;
PTH;123;GBR01PLANT->ITA01DEAL-124;GBR01PLANT;ITA01DEAL;
PTHSG;123;GBR01PLANT->ITA01DEAL-124;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;123;GBR01PLANT->ITA01DEAL-124;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;123;GBR01PLANT->ITA01DEAL-124;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;123;GBR01PLANT->ITA01DEAL-124;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;123;GBR01PLANT->ITA01DEAL-124;50;GER02TERMITA01DEAL-TRUCK-01;GER02TERM;ITA01DEAL;
PTH;124;GBR01PLANT->CHE01DEAL-125;GBR01PLANT;CHE01DEAL;
PTHSG;124;GBR01PLANT->CHE01DEAL-125;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;124;GBR01PLANT->CHE01DEAL-125;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;124;GBR01PLANT->CHE01DEAL-125;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;124;GBR01PLANT->CHE01DEAL-125;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;124;GBR01PLANT->CHE01DEAL-125;50;GER02TERMCHE01DEAL-TRUCK-01;GER02TERM;CHE01DEAL;
PTH;125;GBR01PLANT->FRA01DEAL-126;GBR01PLANT;FRA01DEAL;
PTHSG;125;GBR01PLANT->FRA01DEAL-126;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;125;GBR01PLANT->FRA01DEAL-126;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;125;GBR01PLANT->FRA01DEAL-126;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;125;GBR01PLANT->FRA01DEAL-126;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;125;GBR01PLANT->FRA01DEAL-126;50;GER02TERMFRA01DEAL-TRUCK-01;GER02TERM;FRA01DEAL;
PTH;126;GBR01PLANT->FRA01DEAL-127;GBR01PLANT;FRA01DEAL;
PTHSG;126;GBR01PLANT->FRA01DEAL-127;10;GBR01PLANTGBR02TERM-TRUCK-01;GBR01PLANT;GBR02TERM;
PTHSG;126;GBR01PLANT->FRA01DEAL-127;20;GBR02TERMTUR02TERM-VESSEL-01;GBR02TERM;TUR02TERM;
PTHSG;126;GBR01PLANT->FRA01DEAL-127;30;TUR02TERMBEL01TERM-VESSEL-01;TUR02TERM;BEL01TERM;
PTHSG;126;GBR01PLANT->FRA01DEAL-127;40;BEL01TERMGER02TERM-TRAIN-01;BEL01TERM;GER02TERM;
PTHSG;126;GBR01PLANT->FRA01DEAL-127;50;GER02TERMFRA01DEAL-TRUCK-02;GER02TERM;FRA01DEAL;
PTH;127;GBR01PLANT->GER03DEAL-128;GBR01PLANT;GER03DEAL;
